ID,Title,Year,Database,Journal,demographic_relevance,demographic_relevance_label,demographic_relevance_variables,demographic_relevance_rationale
143,Human Hand Motion Analysis With Multisensory Information,2014,IEEE,IEEE/AsMe Transactions on Mechatronics,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on hand motion analysis using sensor data and does not consider demographic variables as part of the research question.
144,Surface electromyographic mapping of the orbicularis oculi muscle for real-time blink detection.,2014,PubMed,JAMA Facial Plastic Surgery,0,Demographic variables not part of the research question,,Demographics are not mentioned in the title or abstract; the study focuses on technical performance of EMG-based blink detection in healthy volunteers without any demographic comparisons.
145,Spatial reorganisation of muscle activity correlates with change in tangential force variability during isometric contractions.,2014,PubMed,Journal of Electromyography and Kinesiology,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses exclusively on muscle activity and force variability without any consideration or comparison of demographic variables.
146,Task-Dependent Intermuscular Motor Unit Synchronization between Medial and Lateral Vastii Muscles during Dynamic and Isometric Squats.,2015,PubMed,PLOS ONE,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,No demographic variables are part of the research question; they are only described in the sample.
147,The addition of synchronous whole-body vibration to battling rope exercise increases skeletal muscle activity.,2015,PubMed,European Journal of Applied Physiology,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on the effects of whole-body vibration on muscle activity during battling rope exercise, with no mention of demographic variables as research factors."
148,Concurrent Adaptation of Human and Machine Improves Simultaneous and Proportional Myoelectric Control,2015,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"Demographic variables are not part of the research question; the study compares a co-adaptive learning paradigm to open-loop training for myoelectric control, with participant groups based on limb status, not demographics."
149,Effects of partial neuromuscular blockade on lateral spread response monitoring during microvascular decompression surgery.,2015,PubMed,Clinical Neurophysiology,0,Demographic variables not part of the research question,,"The study focuses on the effect of partial neuromuscular blockade on intraoperative monitoring success, with no consideration of demographic variables as exposures, comparisons, or eligibility restrictions."
150,Lower extremity muscle activation and function in progressive task-oriented training on the supplementary tilt table during stepping-like movements in patients with acute stroke hemiparesis.,2015,PubMed,Journal of Electromyography and Kinesiology,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on the effect of task-oriented training on muscle activation in stroke patients, with no demographic variables as exposures or eligibility criteria."
153,The effect of early physiotherapy on the recovery of mandibular function after orthognathic surgery for class III correction. Part II: electromyographic activity of masticatory muscles.,2015,PubMed,Journal of Cranio-Maxillofacial Surgery,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on the effect of early physiotherapy on muscle recovery; no demographic comparisons are made or used as primary variables.
154,Filtered Virtual Reference: A New Method for the Reduction of Power Line Interference With Minimal Distortion of Monopolar Surface EMG,2015,IEEE,IEEE Transactions on Biomedical Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on a signal processing method for EMG and does not involve demographic variables as research factors.
155,Muscle Recruitment and Coordination following Constraint-Induced Movement Therapy with Electrical Stimulation on Children with Hemiplegic Cerebral Palsy: A Randomized Controlled Trial.,2015,PubMed,PLoS One,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study compares interventions for children with cerebral palsy; demographics are not a research focus.
157,Effects of Task-Oriented Training as an Added Treatment to Electromyogram-Triggered Neuromuscular Stimulation on Upper Extremity Function in Chronic Stroke Patients.,2016,PubMed,Occupational Therapy International,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on intervention effects without making any demographic comparisons or restrictions.
158,Effects of mop handle height on shoulder muscle activity and perceived exertion during floor mopping using a figure eight method.,2016,PubMed,INDUSTRIAL HEALTH,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on mop handle height and does not mention any demographic variables as part of the research question, eligibility criteria, or central objectives."
159,Effects of Unilateral Upper Limb Training in Two Distinct Prognostic Groups Early After Stroke: The EXPLICIT-Stroke Randomized Clinical Trial.,2016,PubMed,Neurorehabilitation and Neural Repair,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study compares interventions in stroke patients stratified by functional prognosis, not by demographic variables; demographics are not part of the research question."
161,"Short-term effects of traditional Thai massage on electromyogram, muscle tension and pain among patients with upper back pain associated with myofascial trigger points.",2016,PubMed,Complementary Therapies in Medicine,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on the effects of traditional Thai massage on EMG, muscle tension, and pain, with no mention of demographic variables as primary exposures or comparisons; demographics are not part of the research question."
162,Modular Control of Treadmill vs Overground Running.,2016,PubMed,PLOS ONE,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study compares treadmill versus overground running conditions, with no demographic variables as primary exposures or comparisons."
164,Scapulothoracic muscle activity during elevation exercises measured with surface and fine wire EMG: A comparative study between patients with subacromial impingement syndrome and healthy controls.,2016,PubMed,Manual Therapy,0,Demographic variables not part of the research question,,"The study compares muscle activity between patients with subacromial impingement syndrome and healthy controls, with no focus on demographic variables as exposures or comparisons."
165,Wanting and liking in dysphoria: Cardiovascular and facial EMG responses during incentive processing.,2016,PubMed,Biological Psychology,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on dysphoria, not demographic variables; no demographic comparisons are central."
166,Surface electromyography and ultrasound evaluation of pelvic floor muscles in hyperandrogenic women.,2016,PubMed,International Urogynecology Journal,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study compares pelvic floor muscle activity between women with PCOS and controls, not based on demographic categories like sex, age, race, or skin phenotype."
167,A novel approach for automatic visualization and activation detection of evoked potentials induced by epidural spinal cord stimulation in individuals with spinal cord injury.,2017,PubMed,PLOS ONE,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses solely on methodological development of EMG signal processing and does not address demographic variables as exposures or outcomes.
168,Comparison of fatigue accumulated during and after prolonged robotic and laparoscopic surgical methods: a cross-sectional study.,2017,PubMed,Surgical endoscopy,0,Demographic variables not part of the research question,,"The study objective is to compare fatigue between robotic and laparoscopic surgery and between surgeon roles, with no demographic variables included in the research question or analysis."
170,Single leg squat performance in physically and non-physically active individuals: a cross-sectional study.,2017,PubMed,BMC Musculoskeletal Disorders,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study compares physically active and non-physically active individuals, not demographic groups, so demographic variables are not part of the research question."
171,Corticomuscular Coherence With Time Lag With Application to Delay Estimation,2017,IEEE,IEEE Transactions on Biomedical Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on methodological development for corticomuscular coherence and does not involve any demographic variables as part of the research question.
172,Portable EMG Data Acquisition Module for Upper Limb Prosthesis Application,2018,IEEE,IEEE Sensors Journal,0,Demographic variables not part of the research question,,The study focuses on EMG signal acquisition and classification for prosthetics; demographic variables are not part of the research question.
173,Myoelectric Control Based on a Generic Musculoskeletal Model: Toward a Multi-User Neural-Machine Interface,2018,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,,"The study focuses on developing a generic musculoskeletal model for EMG-based control, with no demographic variables as part of the research question."
174,Effects of 8-week sensory electrical stimulation combined with motor training on EEG-EMG coherence and motor function in individuals with stroke.,2018,PubMed,Scientific reports,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The abstract does not mention demographic variables as part of the research question; it focuses on the effect of electrical stimulation on motor recovery in stroke individuals, with no comparison by sex, age, or other demographics."
175,Estimation of muscle activation during different walking speeds with two mathematical approaches compared to surface EMG.,2018,PubMed,Gait & posture,0,Demographic variables not part of the research question,,The study only includes healthy participants without any demographic comparisons; demographics are not part of the research question.
176,Patellar malalignment treated with modified knee extension training: An electromyography study.,2018,PubMed,Gait &amp; Posture,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study does not include demographic variables in the research question; it only describes participants as healthy young adults.
177,Hamstring injury prevention in soccer: Before or after training?,2018,PubMed,Scandinavian journal of medicine & science in sports,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study does not involve demographic variables as primary focus; it investigates the timing of exercise interventions without comparison by sex, age, race, or physiology."
178,Adding vibration to high-intensity intervals increase time at high oxygen uptake in well-trained cyclists.,2018,PubMed,Scandinavian Journal of Medicine & Science in Sports,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study does not include any demographic variables as part of the research question; they are neither exposures, comparisons, nor eligibility criteria."
179,Comparing Surface and Intramuscular Electromyography for Simultaneous and Proportional Control Based on a Musculoskeletal Model: A Pilot Study,2018,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study compares sEMG and iEMG electrodes for control performance, with demographic variables neither part of the research question nor used as exposures or comparisons."
180,Synergistic Elbow Control for a Myoelectric Transhumeral Prosthesis,2018,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on prosthetic control methods without any research question involving demographic variables.
181,Electromyographic Evaluation of the Impacts of Different Insoles in the Activity Patterns of the Lower Limb Muscles during Sport Motorcycling: A Cross-Over Trial.,2019,PubMed,Sensors,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study compares different insole types, and demographics are only described (mean age) but not part of the research question."
182,Diaphragm electromyography results at different high flow nasal cannula flow rates.,2019,PubMed,European Journal of Pediatrics,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study describes demographic characteristics of the sample but does not use demographic variables as primary exposures or comparative factors.
183,A Myoelectric Computer Interface for Reducing Abnormal Muscle Activations after Spinal Cord Injury.,2019,PubMed,2019 IEEE 16th International Conference on Rehabilitation Robotics (ICORR),0,Demographic variables not part of the research question,,The study does not investigate any demographic or physiological differences as primary objectives; it is a proof-of-concept test of a myoelectric interface.
184,"Comparison Between Back Squat, Romanian Deadlift, and Barbell Hip Thrust for Leg and Hip Muscle Activities During Hip Extension.",2019,PubMed,Journal of Strength and Conditioning Research,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"Demographic variables are not part of the research question; the study focuses on comparing muscle activities across different exercises, and the participant sex (men) is only descriptive."
186,Effects of myofascial release in erector spinae myoelectric activity and lumbar spine kinematics in non-specific chronic low back pain: Randomized controlled trial.,2019,PubMed,Clinical biomechanics,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study does not investigate demographic variables; they are not part of the research question.
188,Myoelectric Pattern Recognition for Controlling a Robotic Hand: A Feasibility Study in Stroke,2019,IEEE,IEEE Transactions on Biomedical Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on the feasibility of myoelectric pattern recognition in stroke patients without making demographic variables a central research question or comparison.
189,Electromyographic and Safety Comparisons of Common Lower Limb Rehabilitation Exercises for People With Hemophilia.,2020,PubMed,Physical Therapy,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on a clinical population defined by hemophilia, not demographic variables; it does not use demographic variables as part of the research question, eligibility criteria, or analysis."
191,Consistent individual motor variability traits demonstrated by females performing a long-cycle assembly task under conditions differing in temporal organisation.,2020,PubMed,Applied Ergonomics,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on motor variability consistency during assembly tasks; it includes only females but sex/gender is not a primary exposure or comparison factor, and no other demographic variables are central to the research question."
192,"Efficacy of myoelectric bracing in moderately impaired stroke survivors: A randomized, controlled trial.",2020,PubMed,Journal of Rehabilitation Medicine,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study does not involve demographic variables as part of the research question; sex and age are only reported as sample characteristics.
193,Changes in leg cycling muscle synergies after training augmented by functional electrical stimulation in subacute stroke survivors: a pilot study.,2020,PubMed,Journal of NeuroEngineering and Rehabilitation,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on motor recovery post-stroke using FES-cycling, with age only reported as sample median, not part of research question."
196,Subject-Independent sEMG Pattern Recognition by Using a Muscle Source Activation Model,2020,IEEE,IEEE Robotics and Automation Letters,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The abstract discusses inter-subject anatomical variability but does not mention or analyze any demographic variables; the study is purely methodological.
197,A 3DCNN-LSTM Hybrid Framework for sEMG-Based Noises Recognition in Exercise,2020,IEEE,IEEE Access,0,Demographic variables not part of the research question,,The study focuses solely on sEMG signal noise recognition and does not involve demographic comparisons or variables.
198,Electrophysiological Changes in the Peripheral Nervous System After Subacute Spinal Cord Injury.,2020,PubMed,Archives of Physical Medicine and Rehabilitation,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study compares electrophysiological findings in SCI patients with and without denervation potentials, and demographics are only mentioned as baseline characteristics without being a primary research focus."
199,Timing and Modulation of Activity in the Lower Limb Muscles During Indoor Rowing: What Are the Key Muscles to Target in FES-Rowing Protocols?,2020,PubMed,Sensors,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on muscle activity timing and modulation in elite rowers without any demographic comparisons or central role of demographics.
200,"A Novel High-Density Electromyography Probe for Evaluating Anorectal Neurophysiology: Design, Human Feasibility Study, and Validation with Trans-Sacral Magnetic Stimulation.",2021,PubMed,Annals of Biomedical Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on probe design and validation without demographic variables as primary exposures or comparisons.
201,A Novel Method for Lower Limb Joint Angle Estimation Based on sEMG Signal,2021,IEEE,IEEE Transactions on Instrumentation and Measurement,0,Demographic variables not part of the research question,,Demographic variables are not mentioned or part of the research question; the study focuses solely on a signal processing method for joint angle estimation.
202,"The structural, functional and electrophysiological assessment of paraspinal musculature of patients with ankylosing spondylitis and non-radiographic axial spondyloarthropathy.",2021,PubMed,Rheumatology International,0,Demographic variables not part of the research question,,The study compares disease groups without any investigation of demographic or skin-related physiological differences.
203,Innate Muscle Patterns Reproduction During Afferent Somatosensory Input With Vojta Therapy in Healthy Adults. A Randomized Controlled Trial,2021,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on muscle responses to stimulation, with demographics only used to describe participants as healthy adults, not part of the research question."
204,Single-institutional reference values for concentric needle jitter analysis using the extrapolated reference values procedure: Comparison to published reference values.,2021,PubMed,Muscle &amp; Nerve,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on methodological comparison of jitter cutoff values and does not address demographic variables as part of the research question.
205,Electromyographic Assessment of the Efficacy of Deep Dry Needling versus the Ischemic Compression Technique in Gastrocnemius of Medium-Distance Triathletes.,2021,PubMed,Sensors,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study compares treatment efficacy without demographic comparisons; demographics are not mentioned as primary objectives or eligibility restrictions.
207,Sensing and decoding the neural drive to paralyzed muscles during attempted movements of a person with tetraplegia using a sleeve array.,2021,PubMed,Journal of Neurophysiology,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study evaluates a wearable sensor for decoding motor intent in a single participant with tetraplegia, with no demographic variables as part of the research question."
208,Non-Invasive Analysis of Motor Unit Activation During Simultaneous and Continuous Wrist Movements,2022,IEEE,IEEE Journal of Biomedical and Health Informatics,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The abstract focuses on EMG decomposition methodology with no mention of any demographic variables.
209,Unknown Motion Rejection in Myoelectric Pattern Recognition Using Convolutional Prototype Network,2022,IEEE,IEEE Sensors Journal,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The abstract does not mention any demographic variables; the study focuses on motion classification using myoelectric pattern recognition.
210,The Influence of Training With Visual Biofeedback on the Predictability of Myoelectric Control Usability,2022,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The abstract does not mention any demographic variables or make comparisons based on them; the research focuses on training protocols and biofeedback in myoelectric control.
212,Double-Differential Amplifier for sEMG Measurement by Means of a Current-Mode Approach,2022,IEEE,IEEE Access,0,Demographic variables not part of the research question,,The study is purely about circuit design for sEMG measurement and does not involve any demographic variables.
214,Neuromorphic Edge Computing for Biomedical Applications: Gesture Classification Using EMG Signals,2022,IEEE,IEEE Sensors Journal,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The abstract contains no mention of demographic variables; the study is purely technological.
215,The Effect of Fu's Subcutaneous Needling Combined with Reperfusion Approach on Surface Electromyography Signals in Patients with Cervical Spondylosis and Neck Pain: A Clinical Trial Protocol.,2022,PubMed,BioMed Research International,0,Demographic variables not part of the research question,,"The abstract does not mention any demographic variables as exposures, comparisons, or inclusion criteria; the study focuses on treatment effects on sEMG."
216,Design and Validation of a Wireless Body Sensor Network for Integrated EEG and HD-sEMG Acquisitions,2022,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on instrumentation design and validation without any demographic variables in the research question.
217,sEMG-Based End-to-End Continues Prediction of Human Knee Joint Angles Using the Tightly Coupled Convolutional Transformer Model,2023,IEEE,IEEE Journal of Biomedical and Health Informatics,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on developing a prediction model using sEMG signals from healthy subjects, without any demographic comparisons or restrictions based on sex, age, ethnicity, or skin phenotype."
219,Continuous Grasping Force Estimation With Surface EMG Based on Huxley-Type Musculoskeletal Model,2023,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on EMG-based force estimation methodology and does not investigate demographic or physiological differences as primary exposures or central objectives.
220,Decoding of Multiple Wrist and Hand Movements Using a Transient EMG Classifier,2023,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study aims to decode wrist and hand movements using transient EMG; demographic variables are not part of the research question.
221,A Novel Approach to Detecting Muscle Fatigue Based on sEMG by Using Neural Architecture Search Framework,2023,IEEE,IEEE Transactions on Neural Networks and Learning Systems,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The abstract makes no mention of demographic variables or comparisons based on age, sex, race, skin phenotype, or related physiology."
222,An Electrode Configuration Framework for sEMG-Based Gesture Recognition With Muscle-Matched Layouts,2023,IEEE,IEEE Transactions on Instrumentation and Measurement,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on electrode configuration for sEMG gesture recognition and does not consider demographic variables in its research question or design.
223,SurfMyoAiR: A Surface Electromyography-Based Framework for Airwriting Recognition,2023,IEEE,IEEE Transactions on Instrumentation and Measurement,0,Demographic variables not part of the research question,,"The study focuses on airwriting recognition using EMG signals and does not involve any demographic variables as eligibility criteria, exposures, or primary comparison factors."
224,Isometric Plantarflexion Moment Prediction Based on a Compartment-Specific HD-sEMG-Driven Musculoskeletal Model,2024,IEEE,IEEE Transactions on Biomedical Engineering,0,Demographic variables not part of the research question,,The study focuses on a compartment-specific EMG-driven model for moment prediction; no demographic variables are part of the research question or used as eligibility criteria.
225,Comparison of synergy extrapolation and static optimization for estimating multiple unmeasured muscle activations during walking.,2024,PubMed,Journal of NeuroEngineering and Rehabilitation,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on computational methods for estimating muscle activations; demographics are not mentioned or part of the research question.
226,Ergonomic differences in mesh placement and mesh fixation between laparoscopic and robotic inguinal hernia repair with mesh.,2024,PubMed,Hernia,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on ergonomic differences between surgical approaches, with no mention of demographic variables as exposures or comparisons."
227,A comparison of abductor hallucis muscle activation and medial longitudinal arch angle during nine different foot exercises.,2024,PubMed,Gait & Posture,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study compares exercises without any focus on demographic differences; demographics are not part of the research question.
228,Endurance and electromyographic assessment of abdominopelvic motor control in women with primary dysmenorrhea: a cross-sectional study.,2024,PubMed,Scientific Reports,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study compares women with and without primary dysmenorrhea, using sex as an eligibility criterion but not as a primary exposure or comparison factor."
229,supDQN: Supervised Rewarding Strategy Driven Deep Q-Network for sEMG Signal Decontamination,2024,IEEE,IEEE Access,0,Demographic variables not part of the research question,,The study does not involve any demographic variables as part of the research question; it focuses solely on EMG signal decontamination.
230,Reducing Motor Variability Enhances Myoelectric Control Robustness Across Untrained Limb Positions,2024,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study's aim is to investigate the effect of user training on reducing motor variability for myoelectric control; no demographic variables are mentioned or analyzed.
231,Force Myography for Motion Intention Detection Based on 3D-Printed Piezoelectric Sensors,2024,IEEE,IEEE Sensors Letters,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study includes only young participants and does not compare demographic groups; age is merely a sample descriptor.
232,Post-Activation-Performance Enhancement: Possible Contributing Factors.,2024,PubMed,Journal of Sports Science and Medicine,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on PAPE mechanisms and does not include demographic variables as part of the research question; participants' age is only descriptively reported.
235,Deventilation Syndrome in Patients with Chronic Obstructive Pulmonary Disease Using Nocturnal Noninvasive Ventilation: What Are the Underlying Mechanisms?,2024,PubMed,Respiration,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study does not investigate demographic variables; it compares COPD patients with and without deventilation syndrome, focusing on respiratory mechanics and muscle activity."
236,Effects of combining rTMs and augmented reality gait adaptive training on walking function of patients with stroke based on three-dimensional gait analysis and sEMG: a randomized controlled trial.,2025,PubMed,Physiotherapy Theory and Practice,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on intervention effects in stroke patients without any comparison or stratification by demographic factors.
238,The Effects of Verbal Cues on Electromyographic Activity During a Quadriceps Setting Exercise.,2025,PubMed,Journal of Athletic Training,0,Demographic variables not part of the research question,,The study focuses on verbal cues and EMG activity without involving any demographic variables as exposures or outcomes.
240,Comparison of subdermal needle and surface adhesive electrodes for intraoperative neuromonitoring during spine surgeries.,2025,PubMed,Journal of Orthopaedic Surgery and Research,0,Demographic variables not part of the research question,,"The study compares electrode types for neuromonitoring, with no mention of demographic variables as exposures, comparisons, or restrictions."
241,Noninvasive and Quantitative Measurement of Intrinsic Laryngeal Muscle Activity Using Surface Electromyography,2025,IEEE,IEEE Transactions on Instrumentation and Measurement,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on noninvasive sEMG measurement technique for laryngeal muscles and does not include any demographic variables in its research question or analysis.
242,Improving Electromyography Electrode Placement Accuracy in Transtibial Amputees: A Comparative Study of Ultrasound and Palpation Methods,2025,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,Demographic variables are not part of the research question; the study focuses on comparing electrode placement methods.
244,Development of a Waterproof EMG Sensor for Improved Signal Quality by Using Load Balancing,2025,IEEE,IEEE Sensors Journal,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on sensor development and signal quality, with no demographic variables mentioned or relevant to the research question."
246,Simultaneous Estimation of Wrist Joint Angle and Torque During Isokinetic Contraction Based on HD-sEMG,2025,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study does not examine demographic differences; participants are described only as able-bodied individuals, and the research question focuses on decoding methods for sEMG signals, with no comparison by sex, age, or other demographic factors."
247,A Comparative Case Study of EMG-Driven Controllers in Transtibial Prostheses.,2025,PubMed,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,,The study compares two EMG-driven controllers in a single amputee; demographic variables are not part of the research question.
248,An Improved Compound Gaussian Model for Bivariate Surface EMG Signals Related to Strength Training,2025,IEEE,IEEE Transactions on Human-Machine Systems,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The abstract focuses on statistical modeling of sEMG signals with no mention of demographic variables as exposures, comparisons, or central objectives."
250,GTac-SE: A Low-Density Intention Sensing for Forearm Exoskeleton With Shear Force Sensors,2025,IEEE,IEEE Sensors Journal,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study compares sensor technologies for intention detection, with no demographic variables involved in the research question."
252,A New Intelligent Recognition Method for Surface Electromyography in IoT Systems Using OmniXceptionDBN,2025,IEEE,IEEE Internet of Things Journal,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on sEMG signal recognition methodology without any mention of demographic variables as exposures, comparisons, or objectives."
254,Lower Limb Joints Torques Continuous Estimate Model Based on Muscle Synergy for Patients With Motor Dysfunction,2026,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,,"The study develops a torque estimation model and tests it on patients with motor dysfunction, with no demographic comparisons or restrictions mentioned."
255,Does transferred medial gastrocnemius flap help with knee extension during gait following proximal tibial endoprosthesis?,2026,PubMed,Gait &amp; Posture,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study does not investigate demographic differences; age is only descriptively reported and not a primary exposure or comparison.
256,Tracheal intubation in the thyroid surgical position improves recurrent laryngeal nerve monitoring: a dual-center randomized trial.,2026,PubMed,International Journal of Surgery,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study compares intubation positions for IONM signal quality without investigating demographic differences as primary exposures or outcomes.
257,Efficacy of Action Observation Therapy on Patients with Dysphagia After Stroke: A Randomized Controlled Trial.,2026,PubMed,Dysphagia,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The abstract does not mention demographics as part of the research question; the focus is on therapy efficacy for post-stroke dysphagia.
258,A clinical diagnosis of diurnal (non-sleep) bruxism in denture wearers.,2000,PubMed,Journal of Oral Rehabilitation,0,Demographic variables not part of the research question,,The study compares suspected bruxists and controls based on bruxism status; demographics are not part of the research question.
